x1,x2,class
-3.676851,-0.22372,3
3.438299,-1.157119,3
3.518595,1.361857,3
-4.723727,2.05593,3
-0.365421,-1.395204,2
-4.621882,0.894209,3
4.969715,-1.099304,3
3.626302,-3.118579,3
-2.632231,-2.538955,3
-1.586889,3.536394,3
-0.300754,-0.370922,1
-2.832833,-2.662434,3
1.511572,-3.058702,3
-0.028428,0.528369,1
-3.583014,2.473071,3
-1.634023,5.073938,3
-0.189846,0.088724,1
-1.586536,-0.152344,2
0.769394,4.466959,3
1.422014,-0.53066,2
-1.17995,-4.131308,3
-0.030194,0.237912,1
-3.199081,3.741971,3
-3.158986,4.306411,3
1.08977,-1.082666,2
0.354053,-1.561735,2
-0.784672,3.700539,3
-0.377693,-0.324248,1
0.697677,4.996593,3
-4.982481,1.671255,3
0.307152,-0.112928,1
-4.885498,-1.689345,3
2.855857,-4.604449,3
0.964446,-0.796178,2
0.461599,-0.31541,1
1.262872,-0.261128,2
0.994643,-3.736707,3
-2.766734,-3.553542,3
-2.082602,4.348897,3
-1.870854,-0.067639,2
3.779077,3.788709,3
-1.137031,3.938515,3
0.84458,-1.459057,2
-0.836293,-1.596472,2
-1.983902,-0.077579,2
-0.440097,0.128088,1
0.261389,0.20079,1
0.310281,0.114175,1
1.04222,4.701931,3
-1.719519,4.889522,3
-0.479362,-1.439173,2
-3.15851,-3.132417,3
3.58495,-3.27207,3
0.150897,-0.372041,1
0.389582,3.727967,3
1.542063,-0.07543,2
5.155728,0.337572,3
-0.084972,-0.050434,1
-3.196719,1.867964,3
0.40859,0.427051,1
1.209464,-0.999358,2
-3.905673,-3.522277,3
0.054141,0.057053,1
-2.961481,-4.011604,3
-0.771868,-1.428262,2
4.314533,-2.544657,3
-2.414782,4.131445,3
4.135757,-3.182908,3
0.398426,0.053617,1
2.009109,4.127764,3
0.266651,-0.255014,1
-3.437548,0.229128,3
-1.856122,-3.286803,3
1.247594,-0.649006,2
0.553459,0.119164,1
-2.700725,-4.770423,3
0.568184,-1.162596,2
-2.67739,4.699147,3
-4.736668,0.152002,3
-1.645762,-0.600454,2
0.822923,-1.054748,2
-0.275287,-0.305126,1
-3.464421,-1.607277,3
0.701662,-1.251799,2
3.485873,-3.463521,3
0.292634,-1.656353,2
-1.546533,-3.103595,3
-2.447674,-3.431486,3
-5.331415,1.171441,3
0.111393,-0.207118,1
-1.709127,-0.79752,2
-1.113523,-1.448561,2
-0.07037,-1.641643,2
-0.988744,-1.409951,2
-1.588193,-3.73248,3
2.219289,-4.51779,3
4.500144,1.500392,3
5.165684,-0.853619,3
-3.962532,-2.92407,3
-2.809726,-3.110328,3
-3.670556,0.62999,3
-2.210245,3.922276,3
0.757113,-1.146293,2
-3.539671,-0.7727,3
5.352904,0.414062,3
-0.31835,-1.640354,2
-3.412527,3.291567,3
-1.586208,-0.626381,2
-4.166587,3.197442,3
4.340898,-0.940292,3
4.723024,2.436242,3
-1.801164,-0.202794,2
-1.491851,-4.410364,3
4.049024,0.762831,3
-0.066717,0.02192,1
-5.022475,-0.192931,3
1.211957,-0.616865,2
0.662201,-1.205885,2
-1.66542,-0.197788,2
1.290824,-0.447998,2
-4.60332,-1.887701,3
-1.495777,-0.746887,2
-1.807919,2.899983,3
0.364759,-0.40333,1
2.508317,-2.923838,3
-2.533035,3.574784,3
3.492658,2.747596,3
-0.114377,-0.528855,1
4.9422,2.351899,3
-0.33015,-0.073575,1
0.976215,-0.831534,2
1.314489,-0.497152,2
-1.046671,-1.115965,2
1.318017,-0.278551,2
-1.028914,-5.374847,3
-4.782076,-0.081513,3
-1.541776,-0.620874,2
-1.25938,-1.414813,2
4.422973,3.004102,3
2.95074,-2.228902,3
0.26607,-0.109652,1
4.845005,1.94149,3
3.910845,-3.679003,3
-4.898352,-0.730715,3
0.580564,0.136673,1
1.710287,-5.187834,3
1.428023,-0.206071,2
-3.132219,2.853539,3
-3.786416,0.44997,3
-3.564482,-1.400092,3
-4.245231,-2.691004,3
0.254844,0.440753,1
-1.757439,-0.655606,2
0.637274,-5.146637,3
-3.852735,1.396601,3
-3.997292,-1.683441,3
-1.616862,-0.526388,2
0.608955,-4.789736,3
-0.518545,0.001788,1
2.473424,-3.131485,3
1.447332,-0.196823,2
-1.774822,-0.060228,2
-1.315361,-4.337845,3
3.235625,-3.139201,3
-2.219539,3.164832,3
-0.130596,0.544974,1
-5.264599,-1.071051,3
0.266589,-0.300581,1
-2.429444,-4.10713,3
-0.273003,-0.434381,1
3.972406,-2.347585,3
-2.501125,4.083161,3
-4.153194,1.629293,3
-2.517668,4.884825,3
3.515435,2.013046,3
-5.085785,1.948026,3
-0.491101,-4.301079,3
-0.093432,-1.740936,2
4.167552,-2.23893,3
-4.438852,3.248658,3
-2.441128,-2.506951,3
-3.213325,3.882702,3
0.594251,-1.406166,2
0.114415,0.403415,1
1.221981,-1.084018,2
4.501403,1.694164,3
-0.352683,0.328764,1
1.092835,3.925567,3
-1.768776,-0.112722,2
-0.157593,-5.023431,3
-0.498003,0.32746,1
1.224718,-0.279386,2
5.248001,-1.511341,3
-1.374768,-4.064502,3
2.757552,4.331152,3
3.673531,1.516609,3
