x1,x2,class
-2.9314,-1.8754,3
-0.86634,6.8848,3
-1.2734,1.6762,3
-0.41654,2.3536,3
-0.2241,2.3865,3
-1.8992,6.4946,3
-1.3283,-1.3747,3
-0.5879,-1.1308,3
0.99003,2.764,3
-1.5787,3.4051,3
-0.32366,-0.22687,3
-1.9029,-0.52037,3
-2.4095,-0.41781,3
0.30707,2.7162,3
-3.0959,2.6707,3
-4.6686,-2.0449,3
-0.074102,6.3808,3
-3.4258,-0.66843,3
0.08487,6.698,3
-1.2115,-2.944,3
0.05726,2.4043,3
-0.0092572,6.3367,3
-0.10946,5.6363,3
-0.6482,5.3888,3
-0.66814,3.0097,3
-1.3685,6.7869,3
-2.68,1.6942,3
-1.8135,-3.2823,3
-1.4515,0.28089,3
-3.1695,-3.8709,3
-1.574,2.4536,3
-3.2779,1.1001,3
0.98104,3.9148,3
-2.2478,-3.5823,3
-2.0925,0.0086066,3
-1.0502,-1.5043,3
-2.8575,-1.0459,3
-1.4928,1.6241,3
-0.97525,2.9647,3
-1.9036,3.5046,3
-0.13185,4.5092,3
-1.8603,-0.093939,3
-0.86552,3.1913,3
-0.37143,6.2773,3
-1.1395,1.8447,3
0.11686,6.7982,3
-1.6946,0.13979,3
0.023615,6.6872,3
-1.7158,0.29228,3
-0.86954,2.6632,3
-0.77616,-0.1674,3
-2.6161,-1.6449,3
1.8805,1.9168,3
-1.2908,-2.7679,3
-2.3567,-2.9401,3
-1.8777,1.1626,3
-2.2129,0.87323,3
-0.65696,4.3871,3
0.57897,4.0966,3
-0.84511,1.4424,3
-2.2421,0.59425,3
-1.3214,-0.16072,3
-1.5814,-1.3436,3
-5.1801,-2.6863,3
0.89937,0.99855,3
-1.6701,1.104,3
-0.87583,0.34884,3
-1.5953,1.1943,3
-2.3265,-3.2262,3
-0.087311,3.5315,3
-1.7927,-3.1587,3
0.3522,1.3368,3
0.89279,5.4655,3
-3.9287,7.9631,3
-0.54541,-2.0225,3
-0.86176,0.020511,3
-3.7026,-3.9451,3
-0.03197,2.8365,3
-0.033962,2.2728,3
-0.36233,3.7949,3
0.061203,3.9809,3
-2.0902,2.408,3
-3.6643,-2.0485,3
-1.7567,1.1654,3
0.062449,0.22039,3
1.0414,-1.7457,3
-1.5129,-2.24,3
0.63162,5.7564,3
0.76488,5.0167,3
-2.6486,4.3171,3
-0.42229,1.0333,3
-0.4961,0.82402,3
0.36649,0.96072,3
-1.3272,4.4943,3
-3.3855,-1.7593,3
-1.7013,0.8445,3
-1.423,2.2302,3
-2.4031,-0.12242,3
-0.034908,6.8507,3
-0.88873,4.6157,3
-1.0097,1.2392,3
0.90056,5.0829,3
-0.49212,4.9039,3
-0.47162,2.8191,3
-0.67,-0.38345,3
0.18713,6.6131,3
-0.53914,4.9535,3
-0.43972,0.55441,3
-1.6605,-3.2362,3
0.16839,-0.20887,3
-2.6493,2.363,3
0.91042,6.6747,3
-0.5372,-0.034857,3
-1.0651,1.7724,3
0.18592,1.4776,3
0.32994,2.0776,3
-3.3405,-3.7598,3
-2.0177,1.1051,3
-1.0296,0.33353,3
1.067,3.3555,3
0.84662,5.9739,3
-0.069184,3.0154,3
0.13614,3.9087,3
-1.33,5.8687,3
-3.1043,-2.401,3
-1.399,-1.0694,3
-2.2818,3.6252,3
-0.8344,-2.2989,3
-1.6472,5.2512,3
1.7381,2.246,3
1.7156,2.0288,3
-0.43967,2.1344,3
-3.5279,-1.7018,3
-1.2911,0.9064,3
0.52916,-2.88,3
-1.0457,1.922,3
0.34271,5.2774,3
1.7391,7.463,3
-0.61715,3.212,3
-2.3132,-3.4722,3
-0.60793,0.6618,3
-0.57123,-3.0719,3
-0.92939,5.2611,3
0.68789,2.7275,3
-2.0175,3.6056,3
-0.68939,1.455,3
-2.7074,2.4056,3
-0.63036,-0.46594,3
-0.85702,-0.17102,3
-2.8745,1.8017,3
-0.53228,-0.98733,3
-0.17216,2.11,3
1.5712,3.4853,3
0.5551,6.0101,3
-1.1349,1.8237,3
-1.4159,-3.0954,3
-2.0681,-1.1714,3
-0.79764,1.4216,3
-2.506,3.19,3
1.3135,3.7635,3
0.4167,5.9362,3
-0.45452,1.3746,3
0.68886,0.76004,3
-2.876,0.81875,3
0.51086,0.29694,3
-2.497,-0.30533,3
-0.28477,6.8889,3
-3.2898,3.8004,3
-1.1053,7.4306,3
0.051663,3.2082,3
0.13903,-3.1269,3
-3.6255,-1.1802,3
3.0603,1.5227,3
-3.4009,0.12457,3
-4.153,-0.081029,3
-0.44281,-4.1277,3
-0.99772,2.5952,3
-2.0305,0.1313,3
0.52771,-0.32144,3
1.4533,0.038982,3
-3.5,0.20128,3
-3.3303,-0.12601,3
-0.22844,8.6384,3
-1.4996,0.34758,3
-1.4785,0.035072,3
-0.46051,3.5609,3
0.28747,-4.2024,3
-0.83234,4.7594,3
0.10813,1.5349,3
2.1657,-0.22061,3
-4.7667,-2.4287,3
-2.7456,2.1689,3
-0.033633,3.3075,3
-2.2447,-2.4049,3
-1.1831,4.4106,3
-0.89578,3.0834,3
-1.8034,1.6776,3
0.092191,3.5923,3
0.52463,7.9583,3
0.35404,5.0985,3
0.17099,-1.0595,3
1.4436,5.4531,3
-0.6536,-0.3624,3
-0.88139,3.2269,3
-1.4601,0.85439,3
-1.5487,1.6857,3
-1.1517,2.7002,3
-0.19669,-1.9878,3
-0.1746,7.0219,3
-0.60063,-0.050119,3
2.5619,3.1966,3
-1.4788,1.4046,3
-0.43059,-3.0818,3
-0.099337,2.4217,3
-3.3757,-1.5305,3
0.34471,1.3056,3
-1.9338,0.76523,3
-0.63756,3.7401,3
1.3431,2.5462,3
-1.3676,-0.96535,3
1.4784,2.1451,3
-2.0442,3.9813,3
-1.2412,4.9396,3
-2.0683,-0.78858,3
-0.0051999,5.1434,3
-1.9166,3.8591,3
-1.1009,2.3803,3
-1.1072,0.275,3
-0.37223,3.3137,3
-0.5162,7.7525,3
-1.0663,9.4815,3
-2.6497,-0.98128,3
-1.1271,2.5446,3
-0.92253,1.8031,3
-2.333,1.906,3
-2.8934,-4.6558,3
0.22729,2.5341,3
0.23724,1.9116,3
-2.795,2.4552,3
-1.1258,-0.51253,3
0.31282,2.8968,3
-1.1496,4.5943,3
-1.0255,3.5016,3
-0.40458,-4.5225,3
0.19507,4.1869,3
-2.9691,0.25129,3
1.6719,6.7097,3
1.9328,0.29209,3
0.53442,4.8804,3
-2.4685,4.9587,3
-1.6581,-0.073055,3
-0.8883,3.2995,3
-1.1015,-4.5434,3
-1.8234,-0.93154,3
-0.54126,4.8374,3
-0.072245,3.5943,3
-0.77286,4.1252,3
-0.59572,2.2695,3
0.33743,6.7745,3
-2.4202,-3.1916,3
-1.5299,5.7527,3
-1.6082,-0.50412,3
1.8236,5.7362,3
1.0918,1.0369,3
-1.0386,1.0711,3
-1.8326,1.0088,3
0.31141,4.8862,3
0.47362,7.3401,3
1.0416,1.4962,3
-0.43428,0.34862,3
-0.20714,8.6479,3
-2.2276,2.6955,3
0.15448,5.558,3
1.2143,4.25,3
-0.19484,5.6032,3
-2.8596,1.5325,3
-2.3932,4.2983,3
-1.5927,3.2326,3
1.2013,7.457,3
-2.1466,3.0072,3
-0.89327,3.3551,3
-1.3174,3.437,3
-1.4112,3.3898,3
-1.4165,2.627,3
-0.36143,6.9737,3
1.0028,4.7258,3
-1.227,3.6163,3
-1.8913,3.5561,3
-0.67415,6.3065,3
-0.83276,-1.6662,3
-1.8781,-2.3174,3
-0.18629,2.6339,3
1.0132,4.4731,3
-1.4049,3.1881,3
-2.1172,1.0626,3
-4.1298,4.6194,3
-0.045631,2.426,3
-1.6338,1.3681,3
0.90987,2.9925,3
-0.76058,8.5743,3
-0.52288,5.3555,3
-0.97952,0.44603,3
-3.213,0.45712,3
0.30012,4.9708,3
-0.91453,4.0036,3
-1.8725,-4.6424,3
-0.34368,2.5418,3
-3.3339,0.30981,3
-2.2991,0.27566,3
-3.4076,1.7851,3
1.9201,4.5569,3
-1.7956,-4.6738,3
-1.238,2.3275,3
-2.2287,-4.7187,3
-0.31555,3.0884,3
0.80591,3.8676,3
-0.98438,5.5801,3
-2.1853,-2.5317,3
0.50676,3.2657,3
1.2236,-2.7692,3
-0.44859,4.4335,3
-3.4315,3.5708,3
-1.9351,1.8115,3
0.75774,0.97845,3
-0.22483,-0.36989,3
-1.8338,1.2685,3
-1.0015,0.10317,3
-0.26044,11.049,3
-0.89128,3.2464,3
